id;2;time;19:43:44;energy;16751.0
id;2;time;19:45:00;energy;16182.0
id;2;time;19:52:57;energy;16759.0
id;2;time;19:53:30;energy;17424.0
id;2;time;19:53:31;energy;17075.0
id;2;time;19:54:01;energy;17092.0
id;2;time;19:55:21;energy;17080.0
id;2;time;20:00:11;energy;17068.0
id;2;time;20:05:11;energy;17057.0
id;2;time;20:06:11;energy;17032.0
id;2;time;20:07:32;energy;16179.0
id;2;time;20:45:45;energy;17098.0
id;2;time;20:46:55;energy;17084.0
id;2;time;20:50:55;energy;17072.0
id;2;time;20:54:15;energy;17062.0
id;2;time;20:58:40;energy;16180.0
id;2;time;21:38:49;energy;17422.0
id;2;time;21:38:50;energy;17075.0
id;2;time;22:34:15;energy;17427.0
id;2;time;22:34:16;energy;17084.0
id;2;time;22:34:46;energy;17098.0
id;2;time;22:35:56;energy;17084.0
id;2;time;22:39:46;energy;17072.0
id;2;time;22:43:36;energy;17062.0
id;2;time;22:47:26;energy;16176.0
id;2;time;23:30:54;energy;17455.0
id;2;time;23:30:55;energy;17084.0
id;2;time;23:36:25;energy;17072.0
id;2;time;23:39:15;energy;17062.0
id;2;time;23:43:56;energy;16171.0
id;2;time;0:29:08;energy;17438.0
id;2;time;0:29:09;energy;17084.0
id;2;time;0:29:39;energy;17097.0
id;2;time;0:30:39;energy;17084.0
id;2;time;0:34:39;energy;17072.0
id;2;time;0:37:39;energy;17062.0
id;2;time;0:41:39;energy;16936.0
id;2;time;0:42:37;energy;16167.0
id;2;time;1:27:26;energy;17458.0
id;2;time;1:27:27;energy;17093.0
id;2;time;1:29:27;energy;17080.0
id;2;time;1:34:17;energy;17069.0
id;2;time;1:38:07;energy;17058.0
id;2;time;1:40:30;energy;16181.0
id;2;time;2:26:17;energy;17437.0
id;2;time;2:26:18;energy;17093.0
id;2;time;2:28:28;energy;17080.0
id;2;time;2:33:18;energy;17069.0
id;2;time;2:38:08;energy;17058.0
id;2;time;2:39:37;energy;16180.0
id;2;time;3:25:39;energy;17447.0
id;2;time;3:25:40;energy;17084.0
id;2;time;3:26:10;energy;17098.0
id;2;time;3:27:20;energy;17085.0
id;2;time;3:31:20;energy;17073.0
id;2;time;3:34:30;energy;17063.0
id;2;time;3:39:30;energy;16179.0
id;2;time;4:26:05;energy;17450.0
id;2;time;4:26:06;energy;17084.0
id;2;time;4:27:06;energy;17097.0
id;2;time;4:27:46;energy;17083.0
id;2;time;4:31:56;energy;17072.0
id;2;time;4:35:16;energy;17061.0
id;2;time;4:39:25;energy;16178.0
id;2;time;5:26:12;energy;17434.0
id;2;time;5:26:13;energy;17084.0
id;2;time;5:27:13;energy;17097.0
id;2;time;5:27:53;energy;17084.0
id;2;time;5:32:13;energy;17072.0
id;2;time;5:35:53;energy;17062.0
id;2;time;5:38:53;energy;17036.0
id;2;time;5:39:27;energy;16180.0
id;2;time;6:27:18;energy;17429.0
id;2;time;6:27:19;energy;17084.0
id;2;time;6:33:09;energy;17072.0
id;2;time;6:36:29;energy;17062.0
id;2;time;6:41:21;energy;16174.0
id;1;time;7:13:38;energy;16877.0
id;1;time;7:13:44;energy;0.0
id;2;time;7:28:35;energy;17460.0
id;2;time;7:28:36;energy;17084.0
id;2;time;7:29:06;energy;17098.0
id;2;time;7:30:16;energy;17085.0
id;2;time;7:34:46;energy;17073.0
id;2;time;7:37:36;energy;17063.0
id;2;time;7:41:16;energy;17052.0
id;2;time;7:42:13;energy;16179.0
id;2;time;8:16:11;energy;16751.0
id;2;time;8:17:26;energy;16179.0
id;2;time;8:25:18;energy;17433.0
id;2;time;8:25:19;energy;17084.0
